id,version_id,content_sha256,title,primary_topic,subtopic,secondary_topics,evidence,reason,review_status,quality_flag,validation_status
548,346,b7e748262df62f28510810a08a443fce14f602f7667aee41b2c3bb36de5af0f3,高抬腿接加速跑→变速跑,耐力与体适能,循环变速跑与速度耐力,速度敏捷与反应,然后惯性跑40米，再接做30米加速跑,交替速度并反复完成400米循环，主要训练速度维持与恢复。,proposed,无,passed
602,400,adaae6a7e3335ab18bf59b23f4aa63f57e6694aaafb88ac0c238fc83fbe7b7ef,中等强度跑,耐力与体适能,中等强度持续跑与配速,,按中等强度跑300～500米,按规定时间维持中等强度跑动，主要目标为持续跑与配速控制。,proposed,无,passed
604,402,c9e7dde2811769188a47eee2bed32c83135b37bf945fe7bda76c08df4a46e375,组合跑,耐力与体适能,间歇跑与速度耐力,速度敏捷与反应,每组间隔10～15秒,内容以多距离组合跑和短间歇组织为核心，主要解决重复跑能力。 ,proposed,,passed
711,509,2e93662135be33049203a3a53563fd18e26b56f7b954df32ece1e80a66d79ee5,耐力闯关动作组合,耐力与体适能,循环闯关与全身肌肉耐力,力量与稳定性,发展全身肌肉耐力与综合体能,多动作循环的核心是疲劳下维持动作和耐力,proposed,,passed
724,522,d31603d1703536d92fd4fbfd6d43b5b8704c2dad2ed2b5fdcf0fd85c2ded6601,侧滚翻,感觉统合,侧向滚动与前庭输入,基础动作与身体控制,身体侧向滚动，双臂放于体侧,目标明确列前庭觉且提供滚动输入；原前滚翻提示残留需专业修订,proposed,专业复核,passed
737,535,8b34580628b1a849cfef70b3807750a3a74c23f41c84eda7a0c8968951789b70,闭眼单脚站,感觉统合,去视觉条件下本体觉平衡,基础动作与身体控制,单脚站立，闭眼，保持身体平衡,明确本体觉目标且用闭眼改变感觉依赖来维持平衡,proposed,,passed
739,537,581d8c6b92f08c6ea65c933087376d33a5563d4bf064bd71e86e9aff94e44f48,旋转后平衡,感觉统合,旋转前庭输入与平衡恢复,基础动作与身体控制,原地旋转数圈后，单脚站立保持平衡,前庭挑战目标与旋转输入吻合；接球安全提示错配且旋转剂量待核,proposed,专业复核,passed
756,554,f51188e5df61f7a5d26782140bb7161869fffd67c6761a6c995db2c8cbb3d086,大象爬,柔韧与活动度,髋部灵活与后链动态伸展,基础动作与身体控制,髋关节灵活、柔韧,手脚交替靠近的爬行形式主要服务髋部柔韧目标,proposed,,passed
757,555,12c89eb75750db6766e31b040dc93ebe6fefff2d2bfc7894f017bf95f6dfc33e,负重爬,耐力与体适能,负重爬行与肌肉耐力,力量与稳定性,背部或腰间放置轻负重，保持稳定爬行,明确力量耐力目标；负重放置固定及负荷边界缺少说明需专业复核,proposed,专业复核,passed
770,568,5e6cf30bac0808ddd9ec2de42b6cf61a6affaeadf1898cf069f5b2b7d9b7d77c,大笼球活动,感觉统合,大笼球滚动与前庭触觉输入,基础动作与身体控制,俯卧或坐于大笼球上，前后/左右滚动，刺激前庭,目标及步骤明确感觉输入；直线步态类安全提示与球上活动冲突,proposed,专业复核,passed
771,569,d5e4ab2a50761f04a263cccf16134418c3b4ab46f51a0f40a89c3a8dcd67cb6a,滑板车活动,感觉统合,滑板滑行与前庭输入,力量与稳定性,俯卧于滑板上，用手臂推动前进，或坐姿滑行，发展前庭与上肢力量,滑行明确服务前庭目标；踝部站立平衡提示与俯卧坐姿错配,proposed,专业复核,passed
772,570,12b8d60314bc41c9d49e9f0a728feb2a6d914acc566641e0b66a1d840e50e7a7,秋千活动,感觉统合,秋千摆动与前庭输入,基础动作与身体控制,坐或卧于秋千上，小幅摆动，刺激前庭，注意抓握与保护,摆动输入与前庭目标直接对应；触碰准确等提示残留需专业修订,proposed,专业复核,passed
773,571,a3deddba552e6183846cfde8e85381d2a089a35d1cbd3a799cd3f8695bc40861,平衡触觉板,感觉统合,足底触觉辨别与平衡,基础动作与身体控制,站在触觉平衡板上，感受脚下不同质地,任务明确辨别不同质地；接球提示与触觉板活动错配,proposed,专业复核,passed
774,572,0fb578d885b0f0da1ac99d091425ed8b7efe2425d113f8ea58f61bafdb65aeea,羊角球跳,感觉统合,弹跳前庭输入,力量与稳定性,骑坐羊角球，双手抓握羊角，利用弹性上下弹跳,前庭目标与上下弹跳输入对应；旧旋转恢复平衡提示需修订,proposed,专业复核,passed
775,573,2404ee147d1a08a4d272cb16fe5ff4011e54b00ebada11bb6011446c5ce826f6,触觉球按摩,感觉统合,触觉刺激与适应,,用触觉球/按摩球在身上滚动按压，提供触觉刺激,明确触觉适应目标；脱敏表述和落地缓冲错配提示需专业复核,proposed,专业复核,passed
776,574,cf8a9ea1ddef463724b85a13798505b9700520e471eefc4a757cc7f469c91f69,视觉追踪,感觉统合,视觉追踪与视觉运动整合,,用目光追随移动物体（球/手指），头部随动或保持不动,明确视觉运动整合目标并提供追踪输入；动作模仿提示与眼动任务错配,proposed,专业复核,passed
777,575,74137c96a0e15f0e5a1f8c1b92fbe19e996f562931a7aa47c8148f8a816e7554,听觉反应,感觉统合,听觉信号与运动整合,速度敏捷与反应,根据声音信号（口令/铃声/掌声）做出指定动作反应,正文明确听觉运动整合目标；拍手力度提示仅适用局部形式需核对,proposed,专业复核,passed
778,576,1061d1338b78428d81d33393896d00bb63d29244666233925bcc2588d8904662,本体负重,感觉统合,负重本体觉输入,力量与稳定性,身体负重（背心/沙袋）情况下完成行走、蹲起等动作，强化本体感觉,负重明确用于本体感觉输入；指向类安全提示错配且负荷边界待核,proposed,专业复核,passed
779,577,e2ef0a51eb8b27e2c3f4853979d81d1ea20bb43b014306687cde1c237ee494fd,感统整合循环,感觉统合,多感觉整合循环,,串联前庭、触觉、本体多种刺激的循环训练站，依次完成,多种感觉输入整合是明确目标；接球提示无法覆盖各感觉站风险需复核,proposed,专业复核,passed
796,594,b88326b52eb147e7c0e6f7b03d1cbffa0dfee40b6fafd9a030cc0b9fbc8865d9,多任务协调,认知注意与执行功能,双重任务与注意分配,基础动作与身体控制,同时完成两个以上任务（如边拍球边数数），训练注意力分配,明确训练注意分配这一执行功能；接球投篮提示与双任务目标错配,proposed,专业复核,passed
797,595,59722f84f752cf3e5892854ea4c3eb6d798a8402c1a60d7cfbbe5a7e73a1da26,复杂动作链,认知注意与执行功能,动作序列记忆,基础动作与身体控制,串联跑、跳、爬、滚等多种动作的连贯组合,明确目标为记忆动作序列；变向路线提示仅覆盖局部需核对,proposed,专业复核,passed
803,601,dc444923b277a88a6f330bd9e9a9563b749fa2288968e0ec0f5796c393050f35,800米/1000米跑,耐力与体适能,心肺与速度耐力,跑步;意志品质,心肺耐力、速度耐力、意志力,训练目标直接聚焦中长距离跑的心肺和速度耐力。,proposed,,passed
818,616,f5fa027329f3dd84432badb19b0aea34e4864ace4543e40ea8ccffa3788b4060,分龄感统自查评估,感觉统合,分龄感觉统合自查,前庭;触觉;本体觉,触觉、前庭觉、本体觉及综合,正文以分龄感官维度自查和就医提醒为主。,needs_review,专业复核,passed
826,624,8dae71d2438e5c6714205521fff3d833ca9158f365d4115d919f4bce3b1a7e4c,组句接力,认知注意与执行功能,语言组织与反应,跑动;合作,学生的思维反应能力,组句规则要求快速写字并保持句子完整通顺。,proposed,,passed
831,629,5bd2982e6a5985b2c5fe3547689852726af7d483f6242722d4da11393f1ce78d,扑克牌分类,认知注意与执行功能,分类与观察判断,记忆;注意,记忆力与观察能力,按花色快速准确分类，主要解决观察、记忆和判断。,proposed,,passed
835,633,d10ecbbc201aff51d57628b1fc421b3449d40f43177f26a5b7bc9818676e0051,接后语,认知注意与执行功能,词汇反应与语言积累,记忆;表达,培养学生的大脑反应能力与考察平时对词汇的积累,接后语围绕词汇联想、快速反应和词语积累。,proposed,,passed
836,634,107cda9e97c8b270d22f5938cf7d1138901744d93c1d8b40b929e376d95cde95,传口令,认知注意与执行功能,听觉记忆与语言表达,同伴互动;注意,培养学生传达语言的准确度与语言表达能力,秘密口令传递要求听辨、记忆和准确复述。,proposed,,passed
837,635,3b2ee27c7934c47fbd0f0d99b57bafe3c2fdeda638be2f93633c4ca77fa1ffb1,拍电报,认知注意与执行功能,工作记忆与信息传递,触觉;团队合作,培养学生的记忆能力,拍电报以触觉编码传递数字，核心是短时记忆和准确传递。,proposed,,passed
838,636,fd47424ddcfc784efa95b993c289802f656de35baf9714ef795fa0137d3e620d,提问猜人,认知注意与执行功能,逻辑提问与推理,语言;注意,逻辑思维能力,通过连续单一问题逐步缩小范围并猜人。,proposed,,passed
840,638,17234f4757ef6c49d0dd3073b56094a0c40f985c79eb9492583b61854d7c6c8f,三子棋,认知注意与执行功能,策略推理与规则执行,注意;同伴互动,逻辑思维能力,三子棋要求预判连线并阻止对手，核心是策略推理。,proposed,,passed
841,639,bc9ce1df653cbfac901637cf3080622a42d7e4a1689e879de5470b9519908df0,牛角棋,认知注意与执行功能,策略推理与空间规划,注意;同伴互动,逻辑思维能力,棋盘走子围绕包围和突破，主要训练空间策略。,proposed,,passed
842,640,5ed1ec67ef7f9017bb887b07a4d3bd8407c2b24d5aa729357e6aec32e0d38cb3,分割包围教学,认知注意与执行功能,策略推理与空间规划,同伴互动;规则执行,连成一直线时，即算完成分割包围,棋局胜负取决于路线规划和连线策略。,needs_review,核心摘要和训练目标缺失,passed
844,642,2edaf4818222520590fd85b20049d8133e8c2cfdc303fab0dc8ce03843c2635b,盖方块,认知注意与执行功能,空间策略与规划,规则执行;同伴互动,逻辑思维能力,盖相邻方格要求判断空间和预判可用位置。,proposed,,passed
851,649,bf4d20b779f83395dc099133ecc081ea3a5dc5dd0b06364c150be680add3d7c7,往返赛跑,耐力与体适能,往返跑与体能,速度;课堂组织,提高学生的奔跑能力,多次触墙、触黑板往返构成主要跑动负荷。,proposed,,passed
859,657,74e10bf6065ff0f80fe59b6603c31c6642a0a74d6a0a7e6c55188bb82a768c66,盲人接力赛,认知注意与执行功能,听觉指令与方向反应,平衡;安全,对口令的反应力,蒙眼接力依赖引导口令完成方向移动。,needs_review,蒙眼奔跑安全需复核,passed
864,662,bacec9ade93def92a4897fce84330754597dba7ed28817cb2c8ff378a6df8219,导游,认知注意与执行功能,听觉指令与定向移动,平衡;安全,对口令反应的能力,蒙眼绕坑依赖被背者的口令完成定向行进。,needs_review,蒙眼背人和坑洼风险需复核,passed
868,666,99801ef7bae020480c0ba0454e87d2bd8015f25b21598cb072ff6739e67391eb,走靶,认知注意与执行功能,方向记忆与位置判断,平衡;注意,记忆能力以及方向与位置感,闭眼走步后判断所在同心圆，依赖空间记忆和定位。,needs_review,蒙眼行走安全需复核,passed
869,667,471b2ea87e45d5eccd582ae2175328f296bf104f934c37474d1511fc140772e0,夜过雷区,认知注意与执行功能,方向记忆与路线控制,平衡;安全,记忆能力以及方向与位置感,蒙眼通过障碍通道要求记住路线并控制方向。,needs_review,蒙眼穿越障碍安全需复核,passed
871,669,a5354f2712f7e150625e6b7f378365e1d8fc7708a6de8d4adaeba3f2565fb849,一脚踢中,认知注意与执行功能,方向记忆与距离判断,专项足球;安全,记忆能力以及方向与位置感,蒙眼找球并踢球，主要目标是方向和距离估计。,needs_review,蒙眼踢球安全需复核,passed
872,670,2de6a0a7f6903db1e95828106c540072af3bc406186034a16dcfb0ea2c66b9f8,“激光打靶”,认知注意与执行功能,听觉定位与反应,手眼协调;安全,声音的反应能力,根据击掌声定位并用手电筒瞄准，核心是听觉反应。,needs_review,强光照脸安全需复核,passed
873,671,5b4f344f5bc6df4dcf78d807848feb70210ac3a26855132c1611a499d5fdb688,看影猜人,认知注意与执行功能,视觉识别与同伴了解,同伴互动;观察,促进学生之间的相互了解,根据影子识别同学，主要内容是观察辨认和同伴认识。,needs_review,夜间场地安全需复核,passed
874,672,42b0fc94ab1c5089e7034eb1db90c61f845146add7b399743ca83497f834736c,爬山夺旗.,耐力与体适能,爬坡跑与体能,速度;同伴互动,培养学生跑的能力,缓坡爬山跑以持续跑动和爬坡体能为主要目标。,needs_review,山坡竞跑安全需复核,passed
896,694,c20a9044fe9a242d88bb28117a607cbb2ea643798097fd15e71b8061f09b2080,踢腿比高,柔韧与活动度,腿部柔韧与跳跃,专项武术;协调,跳跃能力和腿部的柔韧性,踢腿比高明确结合助跑跳跃和腿部活动度。,needs_review,高处踢球和落地安全需复核,passed
914,712,0bc7f970eb0676374744ec7ba85841dfb137a62c116b76bb7b2e106f8e86375e,冲拳不报数,认知注意与执行功能,口令抑制与动作转换,速度敏捷与反应,发展、提高学生的反应能力和应变能力,数字口令要求抑制发声并转换动作,proposed,,passed
923,721,5b2c24bfe0102527c0b3e5c6a726a473c2bb10f34230acdff4e8ec99843d0ee5,喊数抱团,认知注意与执行功能,听数反应与群体配合,同伴互动与社会性,发展学生的反应能力,听数后快速组团，含简单计算变化,proposed,,passed
937,735,5282ab89fd4f4cd8f1df4c2a296c83c0170a4015d2d50253a45ac990189d6cf0,淘汰赛跑,耐力与体适能,速度耐力与弯道跑,速度敏捷与反应,发展学生的速度耐力，提高弯道跑技术,正文明确速度耐力和弯道技术,proposed,,passed
987,785,7479ed3cc0e8e96f7f3ec30488a4c93facd4aaf702e212985cd40bb33ba351f6,手抓脚踝走,柔韧与活动度,后侧链柔韧与行走,基础动作与身体控制,两腿交替向前移动,动作要求直腿抓踝行走，目标说明不足,needs_review,专业复核,passed
990,788,ca10b119db67eda6b488bc2d49a3faa6c7bd5689fb45a38a04007904aba8b9a0,交叉步走,柔韧与活动度,髋关节灵活性,基础动作与身体控制,练习学生髋关节灵活性,正文明确髋部活动度目标,needs_review,,passed
1001,799,eaad535801c7b05d3bde8a1ae408db2d67fc309d050b8f24e90257fd910afc11,队列练习走,认知注意与执行功能,口令动作抑制与转换,课堂组织与行为支持,讲话与动作必须同时进行,核心是听说做同步与错误抑制,needs_review,,passed
1005,803,e48f1bd592c8a650451e482b46c02e0c177dd461eb665e6af7b5adb0858432ee,限时模仿跑,耐力与体适能,限时持续跑,基础动作与身体控制,只要求他们在鸣哨前持续跑,成功要求集中于限定时间内持续跑动；模仿跑姿提供参与趣味。,proposed,,passed
1013,811,08f7a1141b0975a9793e7abd024bec2ae6c1f79342633078270825b37129367c,跑一停变换,认知注意与执行功能,哨音规则切换与动作抑制,速度敏捷与反应,比如吹一下哨为跑，连续吹两下哨为停,需要保持哨音规则并抑制跑动；以持续正确反应判定成绩，句尾残缺不影响主目标。,proposed,内容残缺,passed
1014,812,29f82bfb4c08f220d14dd809769205d4eed991456dc95c2df15561693c0ce569,旗语跑(左右方向感练习),认知注意与执行功能,左右辨识与视觉规则映射,速度敏捷与反应,该练习的前提是学生能够分清左右方向,红白旗对应左右移动并逐步撤去口头提示，核心是方向辨识及规则执行。,proposed,,passed
1056,854,df8a45b80aca59938af601d8dcf7021ed1845ce5035ac6681337b84e25b88467,抢球,认知注意与执行功能,注意保持与信号响应,速度敏捷与反应,听到哨声响后同时去抢球,目标明确为集中注意力，做操或小步跑时监测哨音并及时切换抢球动作。,proposed,,passed
1101,899,de14ee00ed9269794221147b0657001d8067a19bf406967fc03bc091d959cfd1,齐心协力,柔韧与活动度,前倾姿势与下肢活动度,同伴互动与社会性;基础动作与身体控制,提高队员的柔韧性和协调能力,按明示柔韧目标暂归；流程更偏双人同步移动且搂颈受限姿势缺少活动度说明，需复核归类及安全。,needs_review,专业复核,passed
1106,904,383d0ee5c665ff757c49c720ed7e6a4cbb9d711d9b1152eed3dd7ab2086e4d3c,1.与口令相反的动作,认知注意与执行功能,抑制控制与规则转换,,集中注意力,以听口令做相反动作训练抑制与转换,proposed,,passed
1107,905,9a31601fa441fdb4e587c9f7a8e005957eb7f27171b15783be29452881983eb3,发“电报”,认知注意与执行功能,听觉注意与信息传递,同伴互动,集中注意力,主要解决听取并准确传递信息,proposed,,passed
1109,907,f351bba17b57fe5ad2af387511525546aaf347bbfabeb837e45010d4d6703bdd,听数“抱团”,认知注意与执行功能,听觉反应与数量判断,同伴互动,集中注意力,听数后快速完成对应人数抱团,proposed,,passed
1112,910,790f416dd5fee0a0f3ea6d1c40abc640dc7014c6ba072a6e070907791a7562ec,跑动报单、双数,认知注意与执行功能,序列注意与数概念,速度敏捷与反应,集中注意力,核心是按奇偶序列报数并完成队列轮转,proposed,,passed
1113,911,acfcbcf197e683734abab91f51202cf360286269549ede89290f40069cbd7e26,双人抢球,认知注意与执行功能,信号反应与手眼协调,速度敏捷与反应,听到哨声响后同时去抢球,主要解决信号反应和抢球时机判断,proposed,,passed
1115,913,2c848013b0c7681222e3b18dbdc5e3f70644b4a10aa6753c4d48ad923caa05b9,不对称动作,认知注意与执行功能,双侧协调与动作分化,基础动作与身体控制,集中注意力,不对称动作要求持续注意和双侧分化,proposed,,passed
1116,914,3a96851deda19ee6f6eba0567181918e13df32422e4c949185a9046fc29b5ab8,抓手指,认知注意与执行功能,反应抑制与触觉反应,同伴互动,集中注意力,口令触发抓取和撤手反应是核心,proposed,,passed
1117,915,e7f856064a249343b7948b33a1367762335fa8601bd5c6023bca6d0e86a0481a,找硬币,认知注意与执行功能,观察判断与记忆,同伴互动,集中注意力,通过传递和假动作判断硬币位置,proposed,,passed
1118,916,c0f23cfe64797e36571c87b09f388ba14570e6ea1fdfea631cdc98e73bee91c1,报“奥运会”项目,认知注意与执行功能,快速联想与动作模仿,基础动作与身体控制,放松,报项目并匹配代表动作是主要任务,proposed,,passed
1119,917,11451396e944422d97622f9c45415de8635b57c68b8494451db45965ddf91f2c,抓耳、鼻,认知注意与执行功能,听觉转换与双侧协调,基础动作与身体控制,放松,击掌信号触发交叉抓耳鼻动作,proposed,,passed
1122,920,017b39822c40ad83411dd0c0a83de57adc9fccb425073297d68519cd8fa8e270,哈哈一笑,认知注意与执行功能,数序抑制与动作表达,情绪与心理支持,报到3或3的倍数时,核心是数序规则下的反应抑制,proposed,,passed
1195,993,c7c77c7c03aedee6e69e52046173f3c5eb6badf5e88e70789bc234f34c3d9a71,冰冻人,耐力与体适能,奔跑与心肺耐力,速度敏捷与反应;同伴互动,发展奔跑能力与心肺耐力,追逐持续30至60秒并以跑动耐力为主,proposed,,passed
1198,996,7e19425be5565c6cda1992c2a9a3ea9a17db9f73286cfdb4c3aadd5d5bb89582,捕鱼,耐力与体适能,奔跑与心肺耐力,同伴互动,发展奔跑能力与心肺耐力,持续追逐和扩大渔网以跑动耐力为主,proposed,,passed
1199,997,e66141cf4f1de7bb3c4f8f21abfdd148dc4e08b7c8fc0f4630ee669d8e8bdda4,捕鱼达人,耐力与体适能,奔跑与心肺耐力,同伴互动,发展奔跑能力与心肺耐力,群体追逐持续移动并强调整体配合,proposed,,passed
1207,1005,be837f12ea8a249b1e8b5e4a7d604d7fb690db6a2a7432395760920ac25e553d,打怪兽,耐力与体适能,往返跑与心肺耐力,专项运动技能;速度敏捷与反应,发展往返奔跑能力与心肺耐力,主要训练反复跑动耐力，投掷是任务形式,proposed,,passed
1209,1007,43c8fa17af48e3dfe291925e147b4de06b01aa72b3eff2221ebb9b427cd38cf6,打鸭子,耐力与体适能,追逐跑与心肺耐力,速度敏捷与反应;基础动作与身体控制,发展奔跑能力与心肺耐力,追逐跑和快速起跳服务于心肺与灵敏训练,proposed,,passed
1210,1008,0770480928b73ca60e64c4d8cd767ee1c61cc3252aea0f112d7d44a0563796c2,大鱼抓小鱼,耐力与体适能,追逐跑与心肺耐力,速度敏捷与反应,发展奔跑能力与心肺耐力,正文规则极简但目标明确为追逐中的跑动耐力与反应,needs_review,,passed
1223,1021,6964edf47af7e95992c7188248121bca752292078820587e84e405bd19734b98,红绿灯,认知注意与执行功能,颜色信号与动停控制,速度敏捷与反应;基础动作与身体控制,"训练""动-停""控制与注意力",待复核：正文以教练出示敏捷碟颜色控制启停；原理由中的按口令启停缺少正文依据。,needs_review,,passed
1230,1028,b440c3f3f485696c442c1aea4a1f32e961c3c94ae15637649457ef39af34bfe2,接力摘水果,耐力与体适能,接力跑与折返搬运,同伴互动与社会性;速度敏捷与反应,发展奔跑能力与心肺耐力,跑动耐力是主目标，接力协作为组织形式,proposed,,passed
1236,1034,7b78f2fe89072f49b34ccf1221a6ca8313abb9414208b5baee682c119ad38e74,老狼老狼几点钟,耐力与体适能,追逐跑与规则反应,速度敏捷与反应;认知注意与执行功能,锻炼反应、灵敏与规则意识,传统追逐形式服务于跑动、反应和规则执行,proposed,,passed
1239,1037,e918c13856fa13a31dfb519426d73aaa4fd004efea531129a1fb5726b3fd126e,木头人,认知注意与执行功能,动停抑制与规则执行,速度敏捷与反应;耐力与体适能,"锻炼快速反应与""动-停""控制能力",核心是听信号急停并抑制移动冲动,proposed,,passed
1242,1040,eb5289bbe9bced3048f4b304164f38ea5ca317f8fc9e56898637f3f82c049b96,抢西瓜,认知注意与执行功能,运球中的策略决策,专项运动技能;速度敏捷与反应,锻炼策略、竞争与快速决策,主要教学问题是抢球选择和场上快速决策,proposed,,passed
1244,1042,21894bde5b10738e16eb479b43abd789803bbec315c044523c5d926d3ef6f69a,趣味采宝石,耐力与体适能,起跑与往返跑,速度敏捷与反应,发展奔跑能力与心肺耐力,短距离反复跑和听哨起跑是主要目标,proposed,,passed
1248,1046,09985b8e61f40500b1ba4ec97dced3424509a92fddb61513815c332d5d4c5f22,松鼠与大树,认知注意与执行功能,口令反应与规则执行,速度敏捷与反应;同伴互动与社会性,锻炼注意力与规则执行,多角色口令切换要求听辨、抑制和快速换位,proposed,,passed
1272,1070,80ace826aa1b67b171824ad530f92323032b8fbcb7684a6a6e476ba15caa8fe3,摘水果,耐力与体适能,跑动与折返搬运,同伴互动与社会性;课堂组织与行为支持,发展奔跑与折返能力、心肺耐力,跑道折返和按道取物是主要体能与规则任务,proposed,,passed
1273,1071,befdd5efe236e9338d8f8cc7f684a36ac97ee67f2a94911a299ff1aae422ecd0,折返跑,耐力与体适能,往返跑与心肺耐力,速度敏捷与反应,发展奔跑与折返能力、心肺耐力,内容直接围绕重复折返跑和取物,proposed,,passed
1279,1077,f8d3482ea1703348ece2aa3994b9e14ac84fec1b60238d81190d6fc7a9e586b4,抓鸭子,认知注意与执行功能,数量听辨与反应,耐力与体适能;速度敏捷与反应,锻炼反应、注意与数量认知,围圈跑只是背景，听数量并取对应数量物品是主目标,proposed,,passed
1282,1080,0bd0cc259abb3c4021f67d4b0fc2d6967c89d46c1b4999ae72e9a5b5744c5313,捉迷藏,认知注意与执行功能,空间观察与规则执行,基础动作与身体控制;安全防护与健康边界,锻炼观察、反应与遵守规则意识,躲藏寻找涉及空间观察、等待和按规则轮换,proposed,,passed
1283,1081,d2cb100744c9c9214cb5a5c8f4c961e8081d006f6512934447df21259fc056fb,摇篮摇晃,感觉统合,前庭觉与温和摇晃,情绪与心理支持;家校协同与家庭支持,温和刺激前庭觉、建立安全感,正文明确前庭输入、缓慢摇晃和亲子安全感目标,proposed,,passed
1284,1082,f9a850a1fcffcc7dedefb85049b70e75d79658e58d7f26e6defb22896c776819,举高高,感觉统合,前庭觉与垂直运动,安全防护与健康边界;家校协同与家庭支持,提供垂直方向的前庭刺激,正文明确前庭目标，但低月龄托腋举起存在肩颈风险,needs_review,专业复核,passed
1285,1083,cc9ed3151078555f12e2fbc2e26da9df820a084e1fb0e2f21c370771d720c40b,原地旋转,感觉统合,前庭觉与旋转刺激,基础动作与身体控制;安全防护与健康边界,提供旋转性前庭刺激,正文明确旋转前庭输入和旋后平衡调节,proposed,,passed
1286,1084,1d7db1250cdf6c42c13c747e9ede31cdf4ce1e6ab939358f0d7b6a661a8002b8,荡秋千,感觉统合,前庭觉与线性摆动,安全防护与健康边界;家校协同与家庭支持,提供线性前庭刺激,秋千的前后摆动和安全带使用构成明确前庭活动,proposed,,passed
1287,1085,e5252fa37cb960b51d4d2ee2632c1a329294f30941fb50e265c71a74198cedbb,滑滑梯,感觉统合,前庭觉与速度刺激,基础动作与身体控制;安全防护与健康边界,提供速度性前庭刺激,滑行速度和身体控制是正文直接目标,proposed,,passed
1288,1086,17dc093a9c6d5bcc71eb5ba507fa654624b5afe442f8270bba1e77c763315571,蹦蹦床,感觉统合,前庭觉与垂直跳跃,力量与稳定性;安全防护与健康边界,提供垂直方向的前庭刺激,正文同时强调前庭刺激和下肢跳跃，前庭目标为主,proposed,,passed
1289,1087,20d6d370b63af804125ee00d110aa76d49bffb90b7f272226a23ab0fa144f755,平衡木,感觉统合,前庭觉与静态平衡,基础动作与身体控制;认知注意与执行功能,提升静态平衡能力,正文将活动置于前庭训练并聚焦平衡、控制和专注,proposed,,passed
1290,1088,03586cdcb2895b5b67a65527b5f594f3ee4c1ab3996baa69dd7c0ed5a58935ee,单脚站,感觉统合,前庭觉与单脚平衡,力量与稳定性;认知注意与执行功能,提升单脚平衡能力,前庭训练框架下的主要任务是单脚平衡和核心稳定,proposed,,passed
1291,1089,5b4b3d3adc78f30e248799fcbde111c27e619ae6a639d98cac8aa75211cd12bb,倒走,感觉统合,前庭觉与空间定向,基础动作与身体控制;安全防护与健康边界,提升空间感知能力,倒走在前庭训练框架下强调方向、空间和风险意识,proposed,,passed
1292,1090,d70d2aeaad985ede552617ce551ddf3f18c852ba40c0e232b4bd7c844634562a,侧滚翻,感觉统合,前庭觉与旋转翻滚,基础动作与身体控制;安全防护与健康边界,提供旋转性前庭刺激,正文明确滚动提供旋转性前庭输入和空间定向,proposed,,passed
1293,1091,33445e092a2ec7aac42be0931f317d124fca2808c16c5af50fa36c6ed26937dd,跳绳,感觉统合,前庭觉与跳绳节奏,专项运动技能;基础动作与身体控制,提升节奏感和协调性,正文明确归入进阶前庭训练，跳绳节奏与协调为主要目标,proposed,,passed
1294,1092,ea701101044bcc08b0ba125ab3ff4bdba79d692af3091592062a8f6df883f34a,跳房子,感觉统合,前庭觉与跳跃平衡,基础动作与身体控制;认知注意与执行功能,提升单脚跳跃能力,正文明确前庭训练并以单双脚跳格和平衡控制为主,proposed,,passed
1295,1093,aebfd79debfec6d6f8db93962ccdd5d5ac9b6c42b3329bf6eade2a57c044594b,跳格子,感觉统合,前庭觉与听觉动作整合,认知注意与执行功能;基础动作与身体控制,提升听觉-动作协调能力,口令指向格子跳跃，前庭框架下突出听觉信号到动作执行,proposed,,passed
1296,1094,b8d1fa03648bf63f9c953f4762fceddad9508f64cc39ce53a4b12386e1bbd7e6,跳障碍,感觉统合,前庭觉与跳跃障碍,基础动作与身体控制;安全防护与健康边界,提升跳跃能力、增强风险评估能力、培养勇气,正文明确前庭训练，并要求渐进障碍和风险评估,proposed,,passed
1297,1095,eed5b009705cd3d3a4ba2c3bd6f4a82a54de5852de82e26d840b9061df61371d,走直线,感觉统合,前庭觉与直线平衡,基础动作与身体控制;认知注意与执行功能,提升直线行走能力,正文明确前庭训练，沿线行走用于平衡和专注,proposed,,passed
1298,1096,8d7ab61cff43e380689fec180bb5d64217c5c1923394706935863df3d657151f,走曲线,感觉统合,前庭觉与曲线动态平衡,基础动作与身体控制;安全防护与健康边界,提升曲线行走能力、增强身体灵活性、培养动态平衡,正文明确前庭训练，曲线行走训练身体倾斜和动态平衡,proposed,,passed
1299,1097,da7920ed97b74697b4d7f35199f0db01221a6155fb37f0ebea2ee42873dcfdcf,走迷宫,感觉统合,前庭觉与空间规划,认知注意与执行功能;基础动作与身体控制,提升空间规划能力,正文明确前庭训练，迷宫活动主目标为路径规划、问题解决和专注,proposed,,passed
1300,1098,6204fccbd7b8bedc767ac58291dcc1bab503d5b5ffb4ba28977910786ac2e4bf,闭眼走,感觉统合,前庭觉与本体感觉整合,安全防护与健康边界;家校协同与家庭支持,提升前庭-本体感觉整合,闭眼行走明确以感觉整合和空间记忆为目标，需家长全程保护,proposed,,passed
1301,1099,b95e6037edb4b8c671a7e4ab11a0d0ced7dfc0fae54c2711f669b84664799dab,倒爬,感觉统合,前庭觉与逆向空间协调,基础动作与身体控制;安全防护与健康边界,提升空间感知能力,正文明确前庭训练，倒爬同时训练逆向方向和四肢协调,proposed,,passed
